Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Engine size_win,Year of manufacture_win,Mileage_win,Price_win
VW,Golf,1.6,Petrol,2001,109780,5067,1.6,2001,109780.0,5067.0
Toyota,Yaris,1.2,Petrol,2018,14954,23969,1.2,2018,14954.0,23969.0
VW,Passat,2.0,Petrol,1987,233537,979,2.0,1987,233537.0,979.0
BMW,M5,4.4,Petrol,2004,162819,15950,2.9000000000000004,2004,162819.0,15950.0
Toyota,RAV4,2.2,Hybrid,2009,51480,26403,2.2,2009,51480.0,26403.0
BMW,X3,2.4,Petrol,1994,156661,3707,2.4,1994,156661.0,3707.0
Toyota,Yaris,1.0,Hybrid,2001,127823,3980,1.0,2001,127823.0,3980.0
Toyota,RAV4,1.8,Petrol,2002,131649,7053,1.8,2002,131649.0,7053.0
Toyota,RAV4,2.0,Hybrid,1994,185835,3339,2.0,1994,185835.0,3339.0
BMW,M5,4.4,Petrol,1994,177665,7222,2.9000000000000004,1994,177665.0,7222.0
VW,Golf,2.0,Petrol,1989,195899,1257,2.0,1989,195899.0,1257.0
Toyota,RAV4,1.8,Hybrid,1999,191940,4193,1.8,1999,191940.0,4193.0
VW,Polo,1.6,Petrol,2014,61632,14238,1.6,2014,61632.0,14238.0
VW,Passat,1.8,Petrol,1996,196683,2354,1.8,1996,196683.0,2354.0
VW,Golf,1.8,Petrol,2008,77914,10776,1.8,2008,77914.0,10776.0
VW,Golf,1.4,Diesel,2003,78281,7132,1.4,2003,78281.0,7132.0
Toyota,Yaris,1.2,Hybrid,2017,32292,24423,1.2,2017,32292.0,24423.0
VW,Passat,1.8,Diesel,1997,206671,2420,1.8,1997,206671.0,2420.0
Toyota,RAV4,1.8,Hybrid,2001,157595,6418,1.8,2001,157595.0,6418.0
Toyota,Yaris,1.4,Petrol,2008,35329,11852,1.4,2008,35329.0,11852.0
Toyota,Yaris,1.2,Petrol,1997,202483,1489,1.2,1997,202483.0,1489.0
Toyota,Yaris,1.4,Petrol,2014,57448,15437,1.4,2014,57448.0,15437.0
Toyota,Yaris,1.4,Petrol,2011,107644,8918,1.4,2011,107644.0,8918.0
VW,Polo,1.4,Petrol,2008,56141,9249,1.4,2008,56141.0,9249.0
BMW,X3,2.0,Petrol,1989,141369,2747,2.0,1989,141369.0,2747.0
Ford,Mondeo,2.0,Diesel,2019,20619,41787,2.0,2019,20619.0,41787.0
Ford,Fiesta,1.4,Diesel,2004,192096,2549,1.4,2004,192096.0,2549.0
VW,Polo,2.0,Petrol,2015,49310,18402,2.0,2015,49310.0,18402.0
Ford,Fiesta,1.4,Petrol,1997,137067,2413,1.4,1997,137067.0,2413.0
Porsche,718 Cayman,4.0,Petrol,1993,188717,3928,2.9000000000000004,1993,188717.0,3928.0
VW,Golf,1.4,Diesel,1993,15000,5399,1.4,1993,15000.0,5399.0
Toyota,Prius,1.8,Hybrid,1997,98963,6614,1.8,1997,98963.0,6614.0
VW,Passat,1.6,Diesel,2008,88103,12385,1.6,2008,88103.0,12385.0
Ford,Mondeo,1.8,Diesel,2002,132465,5975,1.8,2002,132465.0,5975.0
VW,Golf,1.2,Diesel,2016,57459,18035,1.2,2016,57459.0,18035.0
Toyota,Prius,1.8,Hybrid,2014,63379,26279,1.8,2014,63379.0,26279.0
Ford,Fiesta,1.0,Petrol,2005,105581,4431,1.0,2005,105581.0,4431.0
VW,Golf,1.6,Petrol,1999,130705,3776,1.6,1999,130705.0,3776.0
VW,Passat,1.6,Diesel,1998,36896,8872,1.6,1998,36896.0,8872.0
Ford,Focus,2.0,Petrol,2018,25556,36553,2.0,2018,25556.0,36553.0
Porsche,718 Cayman,2.4,Petrol,2013,61585,30771,2.4,2013,61585.0,30771.0
Ford,Mondeo,1.8,Petrol,2010,71156,15206,1.8,2010,71156.0,15206.0
Ford,Mondeo,1.4,Petrol,2014,74715,17094,1.4,2014,74715.0,17094.0
Toyota,Yaris,1.0,Petrol,2022,7037,29785,1.0,2022,7037.0,29785.0
VW,Golf,2.0,Diesel,1996,190725,2203,2.0,1996,190725.0,2203.0
Ford,Fiesta,1.0,Petrol,1988,262287,374,1.0,1988,262287.0,374.0
Ford,Fiesta,1.4,Petrol,2007,24973,10163,1.4,2007,24973.0,10163.0
VW,Passat,1.6,Petrol,1999,220812,2188,1.6,1999,220812.0,2188.0
VW,Polo,1.6,Petrol,2006,108704,6007,1.6,2006,108704.0,6007.0
VW,Passat,1.6,Petrol,1994,187452,2106,1.6,1994,187452.0,2106.0
Ford,Fiesta,1.0,Petrol,2008,108980,5277,1.0,2008,108980.0,5277.0
VW,Passat,1.4,Diesel,1995,184801,2262,1.4,1995,184801.0,2262.0
BMW,Z4,2.4,Petrol,1991,213710,1766,2.4,1991,213710.0,1766.0
Toyota,Prius,1.8,Hybrid,2017,32895,38750,1.8,2017,32895.0,38750.0
VW,Polo,1.0,Petrol,1997,82747,3144,1.0,1997,82747.0,3144.0
Toyota,Yaris,1.2,Hybrid,2001,78769,6257,1.2,2001,78769.0,6257.0
VW,Golf,2.0,Petrol,2013,19223,22788,2.0,2013,19223.0,22788.0
Ford,Mondeo,1.8,Hybrid,2002,116071,7755,1.8,2002,116071.0,7755.0
Toyota,RAV4,1.8,Hybrid,2010,104333,17779,1.8,2010,104333.0,17779.0
Porsche,718 Cayman,4.0,Petrol,2001,108524,12851,2.9000000000000004,2001,108524.0,12851.0
VW,Golf,1.4,Petrol,2014,80521,13926,1.4,2014,80521.0,13926.0
VW,Passat,2.0,Diesel,2005,46634,14917,2.0,2005,46634.0,14917.0
Ford,Fiesta,1.2,Petrol,2010,104821,6812,1.2,2010,104821.0,6812.0
Toyota,Prius,1.8,Hybrid,2000,97348,8173,1.8,2000,97348.0,8173.0
VW,Polo,1.4,Petrol,2007,116361,5669,1.4,2007,116361.0,5669.0
VW,Polo,1.6,Petrol,1998,191749,1790,1.6,1998,191749.0,1790.0
Toyota,Prius,1.4,Hybrid,2022,3610,55955,1.4,2022,3610.0,42975.125
BMW,M5,4.4,Petrol,2016,56663,78321,2.9000000000000004,2016,56663.0,42975.125
Porsche,Cayenne,3.0,Diesel,2019,18481,82584,2.9000000000000004,2019,18481.0,42975.125
VW,Polo,1.0,Petrol,1996,279425,557,1.0,1996,279425.0,557.0
BMW,M5,4.4,Petrol,2007,72350,38781,2.9000000000000004,2007,72350.0,38781.0
Toyota,Yaris,1.2,Hybrid,2008,77973,10033,1.2,2008,77973.0,10033.0
Ford,Fiesta,1.0,Petrol,2006,73216,5959,1.0,2006,73216.0,5959.0
Toyota,RAV4,2.2,Hybrid,2020,21355,65663,2.2,2020,21355.0,42975.125
BMW,M5,5.0,Petrol,2004,187978,13721,2.9000000000000004,2004,187978.0,13721.0
BMW,X3,2.4,Diesel,1999,129578,6758,2.4,1999,129578.0,6758.0
Ford,Fiesta,1.0,Petrol,2000,244914,977,1.0,2000,244914.0,977.0
Ford,Mondeo,2.0,Hybrid,1996,154486,4039,2.0,1996,154486.0,4039.0
VW,Passat,1.6,Diesel,1998,265356,1427,1.6,1998,265356.0,1427.0
BMW,Z4,2.0,Petrol,2012,41761,24603,2.0,2012,41761.0,24603.0
Ford,Fiesta,1.4,Petrol,2006,132179,4571,1.4,2006,132179.0,4571.0
Toyota,Yaris,1.2,Petrol,1993,156322,1694,1.2,1993,156322.0,1694.0
Ford,Fiesta,1.4,Petrol,2009,102975,6978,1.4,2009,102975.0,6978.0
BMW,M5,4.4,Petrol,2010,68112,48729,2.9000000000000004,2010,68112.0,42975.125
Ford,Focus,1.4,Petrol,2009,102948,10121,1.4,2009,102948.0,10121.0
BMW,Z4,3.0,Petrol,2005,49561,18014,2.9000000000000004,2005,49561.0,18014.0
Toyota,Yaris,1.0,Petrol,2015,38545,15673,1.0,2015,38545.0,15673.0
VW,Golf,2.0,Diesel,1995,83796,4813,2.0,1995,83796.0,4813.0
Toyota,Prius,1.0,Hybrid,1999,94108,5834,1.0,1999,94108.0,5834.0
VW,Passat,1.4,Diesel,2000,183418,3195,1.4,2000,183418.0,3195.0
VW,Passat,1.4,Diesel,1996,166375,2829,1.4,1996,166375.0,2829.0
Ford,Fiesta,1.4,Petrol,2017,51959,16860,1.4,2017,51959.0,16860.0
BMW,Z4,2.4,Petrol,2012,74910,21788,2.4,2012,74910.0,21788.0
VW,Polo,2.0,Petrol,2012,61348,13958,2.0,2012,61348.0,13958.0
VW,Polo,1.4,Petrol,1989,295224,356,1.4,1989,295224.0,356.0
Ford,Focus,1.8,Petrol,2017,35228,30685,1.8,2017,35228.0,30685.0
Ford,Fiesta,1.2,Hybrid,1988,205991,821,1.2,1988,205991.0,821.0
BMW,M5,4.4,Petrol,1993,267004,3023,2.9000000000000004,1993,267004.0,3023.0
BMW,X3,2.4,Petrol,1989,111104,3809,2.4,1989,111104.0,3809.0
Ford,Mondeo,2.0,Diesel,1993,163907,2675,2.0,1993,163907.0,2675.0
Ford,Fiesta,1.2,Petrol,1999,164820,2034,1.2,1999,164820.0,2034.0
Ford,Mondeo,1.6,Diesel,2004,120745,7053,1.6,2004,120745.0,7053.0
VW,Polo,2.0,Petrol,2012,43241,15638,2.0,2012,43241.0,15638.0
VW,Polo,1.6,Petrol,1987,189589,876,1.6,1987,189589.0,876.0
Ford,Mondeo,1.8,Diesel,2002,87890,8347,1.8,2002,87890.0,8347.0
Toyota,RAV4,2.0,Hybrid,1999,141271,6765,2.0,1999,141271.0,6765.0
Ford,Focus,1.4,Diesel,1990,200638,1348,1.4,1990,200638.0,1348.0
Toyota,RAV4,2.2,Petrol,2009,16333,27013,2.2,2009,16333.0,27013.0
BMW,Z4,2.4,Petrol,2013,34099,30150,2.4,2013,34099.0,30150.0
VW,Polo,2.0,Petrol,2014,53559,16763,2.0,2014,53559.0,16763.0
Porsche,718 Cayman,2.0,Petrol,1995,217513,2460,2.0,1995,217513.0,2460.0
Ford,Focus,1.0,Petrol,1995,155376,2230,1.0,1995,155376.0,2230.0
VW,Passat,1.4,Diesel,1999,103824,5675,1.4,1999,103824.0,5675.0
Ford,Focus,1.4,Petrol,2007,90411,9699,1.4,2007,90411.0,9699.0
BMW,M5,4.4,Petrol,2005,122119,23663,2.9000000000000004,2005,122119.0,23663.0
VW,Passat,1.4,Diesel,1999,150324,3948,1.4,1999,150324.0,3948.0
Ford,Fiesta,1.2,Petrol,1997,63290,3826,1.2,1997,63290.0,3826.0
Toyota,RAV4,1.8,Petrol,2002,129607,7167,1.8,2002,129607.0,7167.0
Ford,Mondeo,1.4,Petrol,2011,46825,16764,1.4,2011,46825.0,16764.0
VW,Passat,2.0,Diesel,2011,57748,20754,2.0,2011,57748.0,20754.0
Toyota,Prius,1.8,Hybrid,1994,197903,2426,1.8,1994,197903.0,2426.0
Porsche,718 Cayman,4.0,Petrol,2001,145316,9645,2.9000000000000004,2001,145316.0,9645.0
BMW,X3,2.4,Diesel,1999,63796,10874,2.4,1999,63796.0,10874.0
BMW,X3,2.0,Diesel,2016,58322,31945,2.0,2016,58322.0,31945.0
Ford,Mondeo,1.8,Diesel,2000,123839,5595,1.8,2000,123839.0,5595.0
Toyota,Yaris,1.4,Petrol,1993,102401,2792,1.4,1993,102401.0,2792.0
VW,Golf,1.2,Diesel,2021,11527,32930,1.2,2021,11527.0,32930.0
Ford,Mondeo,1.4,Diesel,2004,179576,4081,1.4,2004,179576.0,4081.0
Toyota,RAV4,2.4,Hybrid,2011,51713,31465,2.4,2011,51713.0,31465.0
BMW,M5,5.0,Petrol,2008,53521,49965,2.9000000000000004,2008,53521.0,42975.125
VW,Polo,1.6,Petrol,2010,103096,8177,1.6,2010,103096.0,8177.0
VW,Polo,1.0,Petrol,2000,123169,2851,1.0,2000,123169.0,2851.0
Porsche,911,2.6,Petrol,2005,69292,31503,2.6,2005,69292.0,31503.0
VW,Polo,1.4,Petrol,1994,252458,742,1.4,1994,252458.0,742.0
Toyota,Prius,1.8,Hybrid,2017,40725,36998,1.8,2017,40725.0,36998.0
Ford,Fiesta,1.2,Petrol,2018,28266,19229,1.2,2018,28266.0,19229.0
Ford,Focus,1.6,Diesel,2010,48028,17635,1.6,2010,48028.0,17635.0
Ford,Fiesta,1.4,Petrol,2013,52452,12874,1.4,2013,52452.0,12874.0
Toyota,RAV4,2.0,Hybrid,2015,74296,32364,2.0,2015,74296.0,32364.0
VW,Passat,1.8,Diesel,2020,20794,44727,1.8,2020,20794.0,42975.125
Ford,Focus,1.8,Petrol,1991,171556,2002,1.8,1991,171556.0,2002.0
VW,Golf,1.4,Petrol,1999,142645,3211,1.4,1999,142645.0,3211.0
VW,Polo,1.2,Petrol,2012,71085,10139,1.2,2012,71085.0,10139.0
VW,Passat,1.6,Diesel,2009,99061,12236,1.6,2009,99061.0,12236.0
VW,Polo,1.4,Petrol,1991,192017,1048,1.4,1991,192017.0,1048.0
Toyota,Prius,1.8,Hybrid,1999,63986,9629,1.8,1999,63986.0,9629.0
VW,Passat,1.8,Petrol,2000,200251,2979,1.8,2000,200251.0,2979.0
Ford,Fiesta,1.0,Diesel,2000,86460,3828,1.0,2000,86460.0,3828.0
VW,Golf,2.0,Hybrid,2009,55022,16948,2.0,2009,55022.0,16948.0
Toyota,RAV4,2.4,Hybrid,2003,188181,6532,2.4,2003,188181.0,6532.0
Ford,Mondeo,2.0,Diesel,2004,186404,4599,2.0,2004,186404.0,4599.0
Toyota,Yaris,1.2,Hybrid,2002,173927,3196,1.2,2002,173927.0,3196.0
VW,Passat,2.0,Diesel,1997,169702,3515,2.0,1997,169702.0,3515.0
Toyota,Yaris,1.0,Hybrid,2007,80692,8410,1.0,2007,80692.0,8410.0
Ford,Fiesta,1.4,Petrol,1991,208521,883,1.4,1991,208521.0,883.0
Porsche,911,2.6,Petrol,1997,206934,6215,2.6,1997,206934.0,6215.0
Porsche,911,2.6,Petrol,2006,131818,21325,2.6,2006,131818.0,21325.0
Ford,Focus,1.0,Petrol,1989,239390,716,1.0,1989,239390.0,716.0
Ford,Focus,1.6,Petrol,2022,3884,47951,1.6,2022,3884.0,42975.125
Ford,Mondeo,1.8,Diesel,2015,55530,24678,1.8,2015,55530.0,24678.0
VW,Golf,2.0,Petrol,2010,72999,13420,2.0,2010,72999.0,13420.0
Toyota,RAV4,2.2,Petrol,2009,111793,14493,2.2,2009,111793.0,14493.0
VW,Passat,1.4,Diesel,1996,188869,2334,1.4,1996,188869.0,2334.0
VW,Polo,2.0,Petrol,1987,254727,544,2.0,1987,254727.0,544.0
VW,Passat,1.6,Petrol,1996,148110,3351,1.6,1996,148110.0,3351.0
Porsche,911,3.5,Petrol,2009,41829,56818,2.9000000000000004,2009,41829.0,42975.125
BMW,Z4,3.0,Petrol,2012,55757,27630,2.9000000000000004,2012,55757.0,27630.0
VW,Golf,1.8,Petrol,1995,160365,2412,1.8,1995,160365.0,2412.0
Ford,Fiesta,1.2,Petrol,2017,41728,16623,1.2,2017,41728.0,16623.0
Toyota,Prius,1.0,Hybrid,1998,79357,6055,1.0,1998,79357.0,6055.0
Ford,Fiesta,1.2,Petrol,1989,93121,1829,1.2,1989,93121.0,1829.0
BMW,X3,3.0,Diesel,2004,170143,7572,2.9000000000000004,2004,170143.0,7572.0
Porsche,718 Cayman,2.0,Petrol,1987,249817,1075,2.0,1987,249817.0,1075.0
Toyota,Prius,1.4,Hybrid,1992,140292,3043,1.4,1992,140292.0,3043.0
VW,Golf,2.0,Diesel,1992,230095,1188,2.0,1992,230095.0,1188.0
VW,Golf,1.6,Diesel,2017,49786,23365,1.6,2017,49786.0,23365.0
VW,Golf,1.4,Petrol,1995,245851,1001,1.4,1995,245851.0,1001.0
Toyota,Yaris,1.4,Petrol,1994,223877,1088,1.4,1994,223877.0,1088.0
Ford,Fiesta,1.4,Hybrid,1997,101170,3813,1.4,1997,101170.0,3813.0
Ford,Focus,1.6,Petrol,1999,205081,2405,1.6,1999,205081.0,2405.0
VW,Polo,1.4,Petrol,2020,19490,25582,1.4,2020,19490.0,25582.0
Ford,Mondeo,2.0,Diesel,2006,210128,4266,2.0,2006,210128.0,4266.0
VW,Golf,2.0,Petrol,1993,116628,3156,2.0,1993,116628.0,3156.0
Toyota,RAV4,2.0,Hybrid,2000,114278,8931,2.0,2000,114278.0,8931.0
Ford,Focus,2.0,Petrol,2010,94563,13745,2.0,2010,94563.0,13745.0
VW,Polo,1.0,Petrol,2010,43007,9691,1.0,2010,43007.0,9691.0
Ford,Mondeo,1.6,Diesel,1992,207701,1533,1.6,1992,207701.0,1533.0
Ford,Mondeo,1.6,Diesel,2000,160781,3917,1.6,2000,160781.0,3917.0
VW,Golf,1.2,Petrol,1997,110559,3341,1.2,1997,110559.0,3341.0
Ford,Mondeo,1.6,Diesel,2004,184004,4200,1.6,2004,184004.0,4200.0
Ford,Fiesta,1.0,Petrol,2007,124392,4389,1.0,2007,124392.0,4389.0
VW,Golf,1.2,Diesel,2010,51581,12548,1.2,2010,51581.0,12548.0
Porsche,911,3.0,Petrol,2017,40187,90557,2.9000000000000004,2017,40187.0,42975.125
Toyota,Yaris,1.0,Petrol,2018,34069,19656,1.0,2018,34069.0,19656.0
Ford,Mondeo,2.0,Diesel,1993,308725,718,2.0,1993,308725.0,718.0
Ford,Fiesta,1.4,Petrol,1989,164799,1128,1.4,1989,164799.0,1128.0
BMW,Z4,3.0,Petrol,1994,80490,7061,2.9000000000000004,1994,80490.0,7061.0
BMW,M5,4.0,Petrol,1996,125226,12088,2.9000000000000004,1996,125226.0,12088.0
Ford,Focus,2.0,Petrol,2002,102079,7634,2.0,2002,102079.0,7634.0
VW,Passat,1.4,Diesel,2007,165383,5941,1.4,2007,165383.0,5941.0
VW,Golf,1.4,Diesel,2002,110641,5286,1.4,2002,110641.0,5286.0
Ford,Fiesta,1.0,Petrol,1996,187378,1254,1.0,1996,187378.0,1254.0
Toyota,Yaris,1.0,Hybrid,1990,99454,2369,1.0,1990,99454.0,2369.0
BMW,Z4,3.0,Petrol,2015,50979,34779,2.9000000000000004,2015,50979.0,34779.0
VW,Polo,1.6,Petrol,2007,93352,7186,1.6,2007,93352.0,7186.0
VW,Passat,1.4,Petrol,2008,88702,10986,1.4,2008,88702.0,10986.0
Toyota,RAV4,2.4,Hybrid,2007,64488,22204,2.4,2007,64488.0,22204.0
VW,Polo,1.4,Petrol,2009,66824,9224,1.4,2009,66824.0,9224.0
Toyota,Prius,1.4,Hybrid,2003,114270,7765,1.4,2003,114270.0,7765.0
Ford,Mondeo,1.4,Diesel,1992,197589,1568,1.4,1992,197589.0,1568.0
Ford,Mondeo,1.8,Diesel,2014,88310,18521,1.8,2014,88310.0,18521.0
Toyota,RAV4,2.0,Hybrid,1998,196171,3985,2.0,1998,196171.0,3985.0
VW,Polo,2.0,Petrol,2001,121625,4362,2.0,2001,121625.0,4362.0
Ford,Fiesta,1.2,Petrol,1991,137633,1490,1.2,1991,137633.0,1490.0
Toyota,RAV4,2.0,Hybrid,1996,193882,3558,2.0,1996,193882.0,3558.0
Toyota,Prius,1.0,Hybrid,1999,75553,6643,1.0,1999,75553.0,6643.0
Ford,Mondeo,1.4,Diesel,2013,89964,15103,1.4,2013,89964.0,15103.0
Toyota,RAV4,2.2,Hybrid,1993,163780,3953,2.2,1993,163780.0,3953.0
Ford,Fiesta,1.4,Petrol,2003,48134,6790,1.4,2003,48134.0,6790.0
BMW,X3,2.0,Diesel,1993,166836,3053,2.0,1993,166836.0,3053.0
VW,Passat,1.4,Diesel,2006,122515,7857,1.4,2006,122515.0,7857.0
VW,Passat,1.4,Diesel,2008,89917,11437,1.4,2008,89917.0,11437.0
VW,Passat,1.8,Petrol,2016,33499,30357,1.8,2016,33499.0,30357.0
Ford,Fiesta,1.0,Petrol,2015,42099,13251,1.0,2015,42099.0,13251.0
VW,Passat,2.0,Diesel,2001,128738,6410,2.0,2001,128738.0,6410.0
Ford,Mondeo,2.0,Hybrid,2005,91012,12012,2.0,2005,91012.0,12012.0
Ford,Fiesta,1.4,Petrol,1996,106137,2865,1.4,1996,106137.0,2865.0
VW,Polo,2.0,Petrol,1994,148088,2217,2.0,1994,148088.0,2217.0
Toyota,RAV4,1.8,Petrol,2013,46120,26862,1.8,2013,46120.0,26862.0
Ford,Mondeo,1.6,Diesel,2004,90516,8826,1.6,2004,90516.0,8826.0
Ford,Fiesta,1.4,Petrol,1999,113834,3303,1.4,1999,113834.0,3303.0
Toyota,Yaris,1.2,Hybrid,2012,108037,10560,1.2,2012,108037.0,10560.0
VW,Golf,1.4,Hybrid,1997,87793,5113,1.4,1997,87793.0,5113.0
Ford,Fiesta,1.2,Petrol,1990,184479,944,1.2,1990,184479.0,944.0
BMW,X3,2.0,Diesel,2004,147569,7456,2.0,2004,147569.0,7456.0
VW,Passat,1.6,Petrol,2014,35018,24826,1.6,2014,35018.0,24826.0
VW,Polo,2.0,Petrol,1997,87736,4293,2.0,1997,87736.0,4293.0
Toyota,Prius,1.4,Hybrid,1999,179111,3515,1.4,1999,179111.0,3515.0
Ford,Mondeo,2.0,Hybrid,1996,144508,4382,2.0,1996,144508.0,4382.0
Ford,Fiesta,1.0,Petrol,2006,105646,4734,1.0,2006,105646.0,4734.0
Toyota,RAV4,1.8,Hybrid,2011,140678,14352,1.8,2011,140678.0,14352.0
Toyota,RAV4,1.8,Hybrid,2004,110984,11340,1.8,2004,110984.0,11340.0
Toyota,Prius,1.8,Hybrid,2018,13552,46140,1.8,2018,13552.0,42975.125
Ford,Mondeo,1.8,Hybrid,2015,56008,28118,1.8,2015,56008.0,28118.0
BMW,X3,2.4,Diesel,1998,134568,6078,2.4,1998,134568.0,6078.0
Ford,Fiesta,1.4,Petrol,2011,80321,9374,1.4,2011,80321.0,9374.0
Toyota,Prius,1.0,Hybrid,2008,118993,8835,1.0,2008,118993.0,8835.0
Toyota,Prius,1.8,Hybrid,1999,104636,7249,1.8,1999,104636.0,7249.0
Ford,Focus,1.6,Diesel,2006,54783,12948,1.6,2006,54783.0,12948.0
Ford,Mondeo,1.6,Diesel,1997,139185,3826,1.6,1997,139185.0,3826.0
BMW,Z4,2.4,Petrol,2019,28483,46462,2.4,2019,28483.0,42975.125
VW,Polo,2.0,Petrol,2004,166509,3708,2.0,2004,166509.0,3708.0
BMW,M5,4.4,Petrol,2022,6494,156139,2.9000000000000004,2022,6494.0,42975.125
VW,Passat,2.0,Petrol,2010,39241,20735,2.0,2010,39241.0,20735.0
Ford,Fiesta,1.2,Petrol,2016,28965,16762,1.2,2016,28965.0,16762.0
VW,Passat,1.4,Diesel,1990,198185,1442,1.4,1990,198185.0,1442.0
Ford,Focus,2.0,Petrol,1991,200567,1642,2.0,1991,200567.0,1642.0
Ford,Mondeo,1.4,Diesel,2016,37770,25947,1.4,2016,37770.0,25947.0
Ford,Fiesta,1.2,Petrol,2006,117426,4746,1.2,2006,117426.0,4746.0
VW,Golf,1.6,Hybrid,2015,66489,20996,1.6,2015,66489.0,20996.0
Ford,Focus,2.0,Diesel,2008,71578,14823,2.0,2008,71578.0,14823.0
Toyota,Prius,1.8,Hybrid,1987,142056,2438,1.8,1987,142056.0,2438.0
VW,Passat,1.4,Diesel,2003,132383,5955,1.4,2003,132383.0,5955.0
VW,Passat,1.4,Diesel,2022,8316,48191,1.4,2022,8316.0,42975.125
Ford,Focus,2.0,Petrol,2012,58345,20106,2.0,2012,58345.0,20106.0
VW,Passat,1.6,Diesel,2001,136801,5380,1.6,2001,136801.0,5380.0
Ford,Focus,1.0,Petrol,2014,65881,15467,1.0,2014,65881.0,15467.0
Ford,Mondeo,1.8,Diesel,2000,76540,7904,1.8,2000,76540.0,7904.0
Porsche,911,3.0,Petrol,1985,220785,2650,2.9000000000000004,1985,220785.0,2650.0
Toyota,Yaris,1.4,Hybrid,2004,115706,6316,1.4,2004,115706.0,6316.0
VW,Polo,1.4,Petrol,2020,13415,26437,1.4,2020,13415.0,26437.0
VW,Golf,1.2,Petrol,2016,49717,18036,1.2,2016,49717.0,18036.0
BMW,X3,2.4,Diesel,2002,96481,10600,2.4,2002,96481.0,10600.0
Ford,Fiesta,1.2,Petrol,2006,99049,5444,1.2,2006,99049.0,5444.0
Toyota,Yaris,1.2,Petrol,2014,77362,12526,1.2,2014,77362.0,12526.0
Toyota,RAV4,2.4,Petrol,2016,18127,44557,2.4,2016,18127.0,42975.125
VW,Passat,2.0,Diesel,2003,155849,5888,2.0,2003,155849.0,5888.0
Ford,Focus,2.0,Petrol,1994,137972,3399,2.0,1994,137972.0,3399.0
BMW,Z4,3.0,Petrol,1988,186655,2052,2.9000000000000004,1988,186655.0,2052.0
VW,Polo,1.0,Petrol,2007,112334,4940,1.0,2007,112334.0,4940.0
Toyota,Yaris,1.4,Hybrid,1996,167567,2442,1.4,1996,167567.0,2442.0
VW,Passat,1.8,Petrol,1996,167067,3038,1.8,1996,167067.0,3038.0
Porsche,Cayenne,4.0,Petrol,2006,81623,25782,2.9000000000000004,2006,81623.0,25782.0
BMW,M5,4.4,Petrol,1989,211754,3841,2.9000000000000004,1989,211754.0,3841.0
Porsche,Cayenne,3.5,Petrol,2015,63031,49803,2.9000000000000004,2015,63031.0,42975.125
Ford,Focus,1.8,Petrol,2005,72257,10915,1.8,2005,72257.0,10915.0
Toyota,Prius,1.8,Hybrid,1992,154450,3075,1.8,1992,154450.0,3075.0
Ford,Mondeo,1.4,Diesel,2009,16760,18332,1.4,2009,16760.0,18332.0
Toyota,Prius,1.4,Hybrid,2006,107221,10000,1.4,2006,107221.0,10000.0
VW,Polo,1.4,Petrol,1990,75189,2457,1.4,1990,75189.0,2457.0
Ford,Focus,1.0,Petrol,1991,189446,1279,1.0,1991,189446.0,1279.0
VW,Passat,1.4,Diesel,2017,42703,28449,1.4,2017,42703.0,28449.0
VW,Golf,1.4,Petrol,1996,130664,2892,1.4,1996,130664.0,2892.0
VW,Polo,1.6,Petrol,2014,55254,14834,1.6,2014,55254.0,14834.0
Ford,Mondeo,1.8,Diesel,2010,65624,16565,1.8,2010,65624.0,16565.0
Ford,Focus,1.4,Petrol,2012,9362,22386,1.4,2012,9362.0,22386.0
VW,Passat,1.8,Diesel,1994,203297,2041,1.8,1994,203297.0,2041.0
Ford,Focus,1.6,Petrol,2013,50968,20142,1.6,2013,50968.0,20142.0
BMW,X3,3.0,Diesel,1996,196324,3544,2.9000000000000004,1996,196324.0,3544.0
Ford,Mondeo,2.0,Diesel,2002,103921,7836,2.0,2002,103921.0,7836.0
VW,Polo,1.4,Petrol,2012,54852,12174,1.4,2012,54852.0,12174.0
Ford,Fiesta,1.4,Petrol,1996,139247,2218,1.4,1996,139247.0,2218.0
VW,Golf,1.8,Petrol,2005,89277,8150,1.8,2005,89277.0,8150.0
Porsche,718 Cayman,2.0,Petrol,2013,40615,32024,2.0,2013,40615.0,32024.0
Ford,Focus,1.6,Petrol,2003,192828,3498,1.6,2003,192828.0,3498.0
VW,Polo,1.4,Petrol,2021,10446,28708,1.4,2021,10446.0,28708.0
VW,Polo,1.4,Petrol,2005,81978,6375,1.4,2005,81978.0,6375.0
Porsche,Cayenne,2.6,Petrol,1989,178190,3145,2.6,1989,178190.0,3145.0
Toyota,Yaris,1.4,Petrol,2004,122802,4984,1.4,2004,122802.0,4984.0
Ford,Focus,1.6,Petrol,2019,32007,33683,1.6,2019,32007.0,33683.0
Ford,Focus,1.6,Hybrid,2012,84591,18094,1.6,2012,84591.0,18094.0
Ford,Mondeo,1.4,Diesel,2004,140109,5666,1.4,2004,140109.0,5666.0
Ford,Mondeo,2.0,Diesel,2002,189235,3927,2.0,2002,189235.0,3927.0
Ford,Fiesta,1.4,Petrol,2009,41655,10538,1.4,2009,41655.0,10538.0
Toyota,Yaris,1.2,Petrol,2018,27953,22305,1.2,2018,27953.0,22305.0
VW,Golf,1.4,Petrol,1987,207132,833,1.4,1987,207132.0,833.0
